accident_id,date_time,location_lat,location_lon,severity,temperature,rain,visibility,Speed_Limit,traffic
A-5001229,2022-04-14 15:37:37,29.735752,-95.626742,1.0,21.2,0.8,10.0,50,0
A-6450051,2021-01-23 08:55:00,34.066725,-117.21121399999998,1.0,10.85,11.2,5.0,65,0
A-5482196,2021-04-30 05:08:00,36.18246,-86.775103,1.0,17.75,1.4,6.0,70,0
A-6897656,2020-10-11 16:41:00,33.524125,-86.808074,1.0,22.15,7.2,10.0,45,1
A-4104045,2022-05-18 13:15:05,34.865376,-82.242189,1.0,22.9,0.0,10.0,40,1
A-1157246,2021-02-11 14:25:19,28.650949,-82.44693000000002,1.0,20.9,0.7,10.0,50,1
A-3915169,2022-12-03 17:09:06,40.423409,-74.526149,1.0,7.95,6.8,10.0,40,1
A-580698,2022-06-28 16:30:27,32.312202,-86.34944200000002,1.0,28.55,0.4,10.0,55,1
A-3266786,2017-10-25 11:50:37,37.547962,-77.438309,1.0,14.5,0.0,10.0,30,1
A-4274166,2022-01-09 16:02:51,41.095176,-105.197517,1.0,-6.9,0.0,10.0,50,0
A-214139,2016-08-17 20:30:31,41.50986500000001,-74.074226,2.0,25.25,1.0,10.0,35,0
A-7186650,2020-04-20 16:10:43,35.75444,-78.61245,1.0,14.2,13.2,10.0,35,1
A-7349484,2019-10-21 08:26:00,37.770287,-121.173696,1.0,20.85,0.0,10.0,45,1
A-1237010,2020-12-09 08:32:20,38.708851,-108.045692,1.0,-0.05,0.0,10.0,55,1
A-4086577,2022-02-10 12:50:09,29.962823,-90.074192,1.0,10.6,0.0,10.0,35,1
A-3546364,2016-08-09 03:07:36,37.61628,-122.07335,2.0,20.05,0.0,10.0,65,0
A-5121480,2023-01-16 09:16:52,33.577633,-79.028674,1.0,6.15,0.0,10.0,40,1
A-1357490,2020-10-26 09:34:22,26.116587,-80.322014,2.0,27.05,10.4,10.0,65,0
A-3031168,2018-02-23 04:25:40,29.824907,-95.34259,1.0,21.85,15.0,0.1,45,1
A-5076320,2022-12-27 08:19:23,39.94825,-83.03681800000003,1.0,-4.55,0.2,5.0,60,0
A-643891,2022-04-20 04:03:07,40.661442,-77.617897,1.0,5.4,0.0,10.0,35,1
A-3063881,2018-01-12 18:05:53,41.23222,-95.851509,2.0,-13.1,0.0,10.0,65,0
A-5627816,2021-12-13 17:45:30,34.004799,-118.131274,1.0,12.35,1.6,10.0,35,1
A-4410689,2022-07-10 16:39:54,35.730366,-78.556694,1.0,22.4,12.1,7.0,35,1
A-1660777,2020-02-21 16:36:53,39.638554,-84.22798900000002,1.0,-3.15,0.0,10.0,40,1
A-7073650,2020-06-08 12:25:00,38.807576,-121.200079,1.0,18.3,0.0,10.0,65,1
A-5468566,2021-08-12 10:50:00,40.71858286838189,-111.8883168692022,1.0,25.65,0.0,10.0,35,1
A-2825629,2018-05-15 05:41:22,35.117317,-89.86936999999998,2.0,26.4,0.4,10.0,55,0
A-3866593,2022-08-26 12:11:08,44.862239,-93.243679,1.0,20.65,0.0,10.0,50,0
A-464243,2017-06-30 17:39:51,34.152905,-118.279938,1.0,21.6,0.0,10.0,25,1
A-6316428,2021-04-30 17:09:00,32.717982,-117.085979,1.0,19.75,0.0,10.0,5,1
A-3819884,2022-04-25 16:30:30,39.238711,-120.031472,1.0,5.15,0.0,10.0,40,1
A-2060447,2019-06-19 08:53:52,30.287025,-81.521713,1.0,26.65,7.1,10.0,40,1
A-2382934,2018-12-06 08:53:28,30.387018,-97.648544,1.0,13.4,5.7,10.0,50,1
A-4771165,2022-02-21 14:48:00,38.495542,-121.419527,1.0,9.4,0.0,10.0,40,1
A-7735286,2019-06-07 21:47:33,38.948925,-104.812526,2.0,18.15,0.3,10.0,60,0
A-6038294,2021-09-09 11:43:14,45.07082104661431,-93.27704787209856,1.0,17.65,0.0,10.0,30,1
A-4692046,2022-03-18 22:19:00,35.554389,-120.712589,1.0,15.65,0.0,10.0,60,0
A-2068134,2019-06-24 13:38:39,40.612488,-73.550789,2.0,19.9,0.0,10.0,55,0
A-3975785,2022-05-28 10:23:00,33.797723,-118.293724,1.0,16.45,0.0,10.0,35,1
A-3365861,2017-08-09 05:32:54,36.080372,-80.23786199999998,1.0,22.15,0.0,8.0,60,1
A-2573289,2018-09-10 22:33:31,40.70538300000001,-74.245613,1.0,14.85,29.9,5.0,65,1
A-6001300,2021-09-20 15:05:35,40.820448,-74.178095,1.0,18.65,0.0,10.0,55,0
A-1746998,2019-10-10 19:27:08,37.509846,-122.488068,1.0,17.0,0.0,10.0,45,1
A-788136,2021-12-08 11:12:46,41.042873,-81.564644,2.0,-2.0,1.0,6.0,60,0
A-831649,2021-11-05 05:52:07,27.852009,-82.664642,1.0,19.75,75.6,7.0,30,1
A-302564,2016-07-04 21:58:14,30.265268,-97.747673,1.0,31.65,0.0,10.0,35,1
A-568591,2022-07-12 12:07:26,32.838894,-96.914482,1.0,34.05,0.0,10.0,40,1
A-2772443,2018-06-20 18:00:23,34.063038,-81.04613499999998,2.0,31.35,0.1,10.0,25,0
A-3639979,2017-07-06 16:36:59,38.641436,-121.461791,1.0,27.75,0.0,10.0,65,0
A-6103162,2021-11-18 09:08:00,36.454689,-119.485088,1.0,13.1,0.0,0.25,60,0
A-6328331,2021-12-19 05:25:00,34.420326948001765,-119.59737181606484,1.0,12.5,0.0,10.0,65,0
A-4179230,2022-10-13 20:08:00,40.845842,-73.92939,1.0,17.25,1.0,4.0,40,1
A-4441399,2022-05-13 01:04:00,33.823087,-117.521022,1.0,24.05,0.0,10.0,50,0
A-5914679,2021-08-10 15:04:00,40.01590847949974,-107.96800017305388,1.0,22.55,0.0,7.0,35,1
A-602017,2022-06-06 16:16:27,29.448641,-98.404922,2.0,30.7,0.0,10.0,65,0
A-1294560,2020-09-11 08:04:39,38.846886,-77.432068,1.0,24.3,0.8,10.0,60,1
A-6548324,2021-01-29 21:28:56,41.745885,-72.66055,1.0,-10.2,0.0,10.0,50,0
A-169550,2017-01-13 12:37:02,41.867504,-88.012695,1.0,-6.15,0.0,10.0,40,1
A-5173308,2022-12-05 06:38:30,36.451995,-121.367179,1.0,11.15,0.3,10.0,65,0
A-3173244,2017-11-08 18:48:09,40.718971,-73.974968,1.0,6.6,8.9,10.0,30,1
A-2157247,2019-04-09 08:34:58,29.52195,-98.395103,2.0,22.6,0.0,10.0,50,0
A-6531508,2021-01-30 09:10:00,37.684174,-122.073629,1.0,9.0,0.0,10.0,45,1
A-7692422,2017-08-07 07:17:04,36.07684,-87.02346,1.0,24.15,32.3,10.0,60,0
A-2863335,2018-04-03 08:04:41,33.772038,-117.909164,1.0,17.05,0.0,10.0,5,1
A-2776413,2018-06-22 12:38:48,38.636215,-77.289734,2.0,21.6,48.1,7.0,5,0
A-4286866,2022-03-02 19:55:00,40.936801,-124.100918,1.0,10.9,0.4,5.0,35,1
A-4053772,2022-12-08 14:38:30,32.694340999999994,-117.13,1.0,10.8,0.0,10.0,65,0
A-3081975,2018-01-23 13:20:46,29.770067,-95.21347,1.0,9.8,0.0,10.0,65,1
A-5466155,2021-09-17 21:42:01,44.96308207490461,-92.77324318841563,1.0,21.2,14.0,10.0,40,1
A-6090131,2021-11-15 16:39:07,28.332584000000004,-81.581508,1.0,15.65,0.0,10.0,45,1
A-6732320,2020-09-08 12:28:58,43.324043,-123.0242,1.0,25.0,0.0,10.0,50,0
A-1104283,2021-03-26 07:10:44,35.693565,-78.616722,1.0,22.15,4.1,9.0,40,1
A-3974504,2022-02-04 16:22:04,33.713739000000004,-117.786451,1.0,13.55,0.0,10.0,65,0
A-4055442,2022-02-05 13:42:00,32.467112,-93.805817,1.0,2.0,0.0,10.0,40,1
A-4436145,2023-02-11 07:59:53,38.368864,-81.99753,1.0,2.3,0.0,10.0,65,0
A-110204,2016-05-28 08:58:49,34.269657,-118.446686,2.0,18.6,0.0,5.0,65,0
A-819263,2021-11-15 14:39:27,39.562988,-84.26835600000003,2.0,2.9,0.4,10.0,65,0
A-4040531,2022-03-16 07:41:30,34.022690000000004,-118.263804,1.0,19.05,0.0,5.0,35,1
A-5121584,2022-04-08 12:18:30,40.066987,-75.145724,1.0,10.75,22.3,10.0,35,1
A-4618839,2022-02-28 16:56:42,40.69036602954535,-74.10296559298466,1.0,0.75,0.0,10.0,55,0
A-4417305,2022-01-26 03:16:00,34.004163,-117.349968,1.0,13.7,0.0,10.0,65,0
A-6795196,2020-10-24 21:30:37,45.318415,-93.669299,1.0,-3.65,0.0,10.0,30,1
A-4236423,2022-04-14 12:28:30,44.371236562517296,-117.29633688870766,1.0,4.9,1.7,10.0,45,0
A-1902940,2019-09-10 21:21:40,35.246262,-80.96977199999998,1.0,27.6,0.0,9.0,70,1
A-1434797,2020-08-24 12:21:02,38.395607,-75.62648,2.0,27.45,1.9,10.0,40,0
A-4036258,2022-01-25 20:55:15,29.683634,-95.587389,1.0,10.55,2.7,10.0,45,1
A-1910411,2019-09-13 06:35:48,37.644047,-77.568748,1.0,26.1,0.0,4.0,35,1
A-1109167,2021-03-23 04:04:42,26.160774,-81.687729,2.0,19.3,0.0,10.0,70,0
A-3488275,2016-08-10 06:48:38,35.28867,-80.7298,1.0,26.15,8.5,1.2,40,1
A-4664776,2020-12-30 22:58:00,39.791897,-75.46209499999998,1.0,0.9,0.0,10.0,65,0
A-4702288,2022-12-03 20:01:52,35.767265,-78.3684,1.0,13.35,7.6,10.0,35,1
A-7340901,2019-10-14 17:23:00,33.98185,-118.07483,1.0,20.2,0.0,10.0,65,1
A-4480952,2022-03-05 14:42:00,34.067567,-117.5647,1.0,11.1,5.3,10.0,65,0
A-2262044,2019-02-04 08:08:47,35.69582,-78.58187099999998,1.0,11.1,0.0,10.0,35,1
A-2110662,2019-05-19 16:16:43,35.05212,-80.894852,1.0,26.3,0.0,10.0,40,1
A-3521776,2016-06-14 21:00:14,40.7549,-73.77620999999998,1.0,20.1,0.0,10.0,50,0
A-2318619,2019-01-04 08:02:33,40.682091,-112.024773,1.0,-4.65,0.0,10.0,35,1
A-6189137,2021-10-29 22:12:00,39.15280300000001,-76.643165,1.0,15.0,57.1,6.0,50,0
A-1518166,2020-03-07 04:59:50,39.058182,-122.087799,2.0,13.95,1.2,10.0,70,0
A-5818513,2021-05-21 05:50:30,28.451382,-81.350302,1.0,25.4,0.4,10.0,35,1
A-4475416,2022-03-13 17:09:39,33.800218,-81.121404,1.0,3.4,0.0,10.0,40,1
A-3818008,2022-05-16 09:14:00,39.19283509235768,-94.6173155303258,1.0,19.3,0.4,10.0,40,1
A-2010681,2019-08-07 17:21:35,34.419464000000005,-119.686295,1.0,21.1,0.0,10.0,25,1
A-1258928,2020-11-19 16:26:46,37.976238,-84.530029,1.0,9.85,0.0,10.0,35,1
A-2025243,2019-08-15 14:48:32,29.404381,-98.555382,1.0,31.8,2.6,10.0,65,1
A-4966929,2022-07-12 18:49:00,31.639202,-106.254739,1.0,31.4,0.0,10.0,60,0
A-3889688,2022-11-21 07:40:00,25.94988942,-80.18228888,1.0,23.4,24.4,10.0,55,0
A-1986117,2019-07-24 07:45:34,37.692387,-122.140251,2.0,20.15,0.0,10.0,65,0
A-6215014,2021-06-13 05:33:00,41.26178383807535,-77.33127236329398,1.0,22.65,1.9,10.0,65,0
A-1144525,2021-02-21 06:53:08,40.146561,-88.283997,2.0,-2.1,0.3,10.0,60,0
A-176019,2016-08-24 06:59:02,41.910694,-87.66499300000002,2.0,24.5,11.6,10.0,45,0
A-5238504,2022-08-06 21:23:00,40.489463,-122.293851,1.0,30.3,0.0,10.0,40,1
A-1098591,2021-03-31 06:29:35,35.97533,-83.916389,2.0,13.55,25.7,4.0,65,0
A-4099174,2022-05-31 14:58:00,34.207497,-117.136742,1.0,12.85,0.0,7.0,50,0
A-4497479,2022-12-16 16:04:15,39.961198,-74.931086,1.0,7.25,27.3,10.0,70,0
A-5850636,2021-11-21 05:19:00,38.28523993473871,-121.80530190409752,1.0,12.6,0.0,10.0,50,0
A-2262447,2019-02-04 07:14:50,32.789371,-79.951408,1.0,13.3,0.0,5.0,40,1
A-2102845,2019-05-15 04:21:25,37.096268,-80.506714,2.0,12.4,0.0,10.0,60,0
A-3856022,2022-05-13 15:16:13,43.41875,-73.486502,1.0,22.2,0.0,10.0,40,1
A-955376,2021-07-28 14:52:02,34.095135,-117.301773,1.0,29.3,0.0,7.0,65,1
A-4682528,2022-08-18 21:09:00,32.652039,-117.097065,1.0,23.6,0.0,10.0,35,1
A-6004319,2021-07-03 14:28:00,38.670922,-120.977858,1.0,25.6,0.0,10.0,50,0
A-2765917,2018-06-16 18:32:31,37.535599,-122.074585,1.0,18.4,0.0,10.0,35,1
A-4427680,2022-04-23 22:56:00,34.436483,-119.766874,1.0,13.4,0.0,10.0,30,1
A-7475616,2018-12-04 10:38:34,42.097018,-122.60713,1.0,0.45,0.0,10.0,65,0
A-7643718,2017-12-05 12:13:08,39.954423,-104.987938,2.0,1.6,0.0,10.0,60,0
A-2589953,2018-09-16 23:05:47,33.99017,-117.945496,1.0,23.6,0.0,10.0,45,1
A-4323021,2023-01-06 12:08:22,25.692499,-80.439136,1.0,21.1,0.0,10.0,40,1
A-2379302,2018-12-05 06:46:01,41.777111,-72.683052,1.0,-1.45,0.0,10.0,4,1
A-969211,2021-07-17 14:53:13,33.239777000000004,-84.807732,2.0,26.6,5.1,10.0,40,0
A-7409446,2019-09-05 19:34:00,34.170535,-118.50109,1.0,30.15,0.0,10.0,35,1
A-5969605,2021-05-22 06:20:00,34.484682,-112.503746,1.0,10.5,0.0,10.0,65,0
A-2310784,2019-02-27 17:40:25,32.406391,-85.958153,1.0,16.65,1.3,10.0,45,1
A-1488614,2020-06-25 17:18:58,40.00640900000001,-75.232353,1.0,23.3,0.4,10.0,25,1
A-3617726,2017-05-25 10:41:52,39.163116,-77.236672,2.0,16.8,8.3,4.0,60,0
A-580171,2022-06-29 08:17:41,39.759232,-104.77272,2.0,27.1,0.0,10.0,55,0
A-3928932,2022-10-31 15:33:00,34.588024,-118.11638700000002,1.0,17.35,0.0,10.0,60,0
A-2428832,2018-11-02 16:48:23,41.28508,-96.064423,1.0,8.0,1.4,10.0,40,1
A-1637406,2020-02-08 14:41:08,27.491323,-82.472427,2.0,14.25,0.0,10.0,70,0
A-1169296,2021-02-03 04:12:33,33.726688,-111.925621,1.0,19.25,0.0,10.0,65,1
A-5306988,2022-11-22 02:39:00,35.83423734,-78.29954982,1.0,8.9,0.0,10.0,35,1
A-2584297,2018-09-14 07:38:06,34.407416999999995,-82.128006,1.0,27.85,0.0,10.0,40,1
A-3296825,2017-09-08 16:01:08,38.17411,-122.590614,1.0,21.65,0.0,10.0,65,1
A-6094215,2021-09-02 00:43:00,35.779970884152505,-86.36920094448868,1.0,22.35,0.1,10.0,70,0
A-4615095,2022-03-18 07:27:00,37.729966,-122.403723,1.0,10.6,0.0,10.0,50,0
A-5781853,2021-06-16 13:25:00,28.067343,-82.73463100000002,1.0,26.85,31.2,1.0,40,1
A-4403656,2022-11-13 02:01:00,42.149859,-86.346711,1.0,1.8,5.0,1.0,60,0
A-7206958,2020-02-29 15:06:00,34.06575,-118.15578,1.0,19.05,0.0,10.0,4,1
A-4410443,2022-01-27 11:44:00,42.424443,-82.928901,1.0,-8.0,0.0,10.0,30,1
A-3994426,2022-09-29 06:36:29,37.03284144,-76.38232827,1.0,19.2,0.2,10.0,60,0
A-3731441,2023-01-04 19:12:36,38.86615,-77.15122099999998,1.0,13.8,5.9,10.0,40,1
A-12137,2017-01-21 15:05:54,37.782742,-122.395515,2.0,10.75,19.8,10.0,50,0
A-5680972,2021-12-13 16:27:59,36.815087,-76.067043,1.0,6.05,0.0,10.0,45,1
A-5588059,2021-12-14 07:32:35,34.998414000000004,-82.020606,1.0,7.9,0.0,10.0,65,0
A-6949935,2020-11-24 23:55:22,44.970592,-93.346077,1.0,0.55,1.4,6.0,50,0
A-2910491,2018-04-26 16:36:58,36.321262,-82.435013,1.0,12.65,6.4,10.0,35,1
A-2529260,2018-10-19 19:27:08,40.962543,-73.735138,2.0,9.8,0.0,10.0,55,0
A-4932323,2023-01-16 06:46:59,32.260213,-110.995107,1.0,11.85,15.3,10.0,4,1
A-5820422,2021-11-26 01:08:32,41.169079,-112.020256,1.0,1.15,0.0,10.0,70,0
A-5820976,2021-11-05 07:56:00,40.818143,-77.81870699999997,1.0,1.85,0.0,10.0,20,1
A-5465063,2021-06-29 13:55:00,36.085325,-119.569731,1.0,33.85,0.0,10.0,65,0
A-3836175,2023-01-22 19:03:30,34.009667,-118.416266,1.0,10.35,0.0,10.0,60,0
A-4960268,2022-12-25 04:55:00,37.998095,-122.3297,1.0,9.5,0.0,0.25,30,1
A-3894374,2022-02-09 09:29:00,25.809446,-80.312034,1.0,18.6,20.3,2.0,4,1
A-1157803,2021-02-11 04:16:37,32.778851,-96.781898,2.0,0.65,4.4,3.0,60,0
A-2759040,2018-06-13 15:07:06,44.85947,-93.362457,2.0,20.45,0.6,10.0,35,0
A-97573,2016-03-24 16:46:08,33.876858,-118.172958,1.0,17.15,0.0,10.0,65,0
A-3376657,2017-08-14 06:51:51,34.358589,-117.436226,2.0,22.45,0.0,10.0,70,0
A-7048551,2020-05-23 11:56:00,34.067384000000004,-117.567625,1.0,19.0,0.0,10.0,65,1
A-7729133,2019-05-28 11:04:32,33.92889,-118.29314,1.0,16.1,0.0,10.0,65,0
A-2034810,2019-06-05 15:38:56,35.420769,-97.434776,1.0,23.8,1.8,10.0,40,1
A-3458412,2017-01-11 09:53:40,36.20882,-86.77620999999998,1.0,14.55,13.0,2.0,70,0
A-6855742,2020-11-11 02:44:00,34.057971,-118.178826,1.0,14.45,0.0,10.0,65,0
A-7440203,2019-02-04 20:56:41,42.238171,-122.761383,1.0,2.6,13.5,10.0,55,0
A-7266942,2020-02-17 12:57:30,33.81752,-117.83184,1.0,15.35,0.0,10.0,45,1
A-3371784,2017-08-11 14:28:27,43.049175,-89.277748,2.0,19.35,3.6,10.0,70,0
A-4375018,2022-07-16 07:44:30,37.877501,-77.455361,1.0,26.9,2.9,9.0,70,0
A-6092539,2021-07-22 16:38:31,33.495998,-80.871521,1.0,26.5,4.2,10.0,50,0
A-7168124,2020-04-10 09:26:19,43.20345,-77.56187,1.0,3.35,3.2,0.75,30,1
A-3295840,2017-09-08 17:54:22,30.232105,-92.084015,1.0,21.25,0.0,10.0,45,1
A-5533914,2021-10-15 14:11:01,41.828183,-72.665859,1.0,19.15,0.0,10.0,65,0
A-3912400,2021-12-31 18:27:00,45.12764096238552,-117.96377777997034,1.0,-7.95,6.4,10.0,65,0
A-1412299,2020-08-05 21:29:26,27.954693,-82.537979,2.0,28.6,1.3,10.0,30,0
A-3745587,2022-04-21 17:44:00,33.941278000000004,-118.361336,1.0,14.25,0.0,10.0,55,0
A-3440640,2016-09-01 06:44:52,29.56596,-95.16561,1.0,28.55,0.3,7.0,60,0
A-1735462,2019-12-24 17:33:26,33.002178,-80.213737,1.0,16.05,10.7,10.0,40,1
A-7077981,2020-06-10 05:38:08,41.82345,-87.64591999999998,2.0,24.7,12.2,10.0,5,0
A-3467096,2016-11-03 17:29:49,42.240896,-88.002862,2.0,12.8,9.1,10.0,40,0
A-163903,2016-09-30 10:48:04,41.219727,-95.953529,1.0,15.4,0.0,10.0,25,1
A-5725860,2021-08-03 23:05:30,34.03712,-118.298276,1.0,24.25,0.0,8.0,60,0
A-4206615,2022-01-13 15:50:15,28.551528,-81.344651,1.0,16.75,0.2,10.0,45,1
A-2344436,2019-01-18 09:13:03,42.48328,-71.437469,1.0,-0.8,0.3,10.0,40,1
A-5857043,2021-09-09 13:29:07,34.416142701938554,-79.41558480224886,1.0,24.2,16.5,10.0,70,0
A-2656333,2018-08-20 20:29:48,35.69237899999999,-78.571609,2.0,25.4,11.2,10.0,45,0
A-4481457,2022-12-16 01:32:30,40.146814,-77.720827,1.0,3.75,9.7,2.0,35,1
A-2871539,2018-04-07 07:59:01,37.648537,-121.019623,1.0,17.9,14.3,2.0,35,1
A-1215714,2020-12-24 22:20:50,28.407494,-81.47731800000003,2.0,19.4,0.0,10.0,25,0
A-7141940,2020-03-28 10:48:26,41.09896,-73.92621,1.0,5.45,6.7,10.0,5,1
A-7095026,2020-06-17 13:08:57,39.69852,-104.90351,1.0,24.2,0.0,10.0,35,1
A-2430149,2018-11-02 08:52:01,33.791344,-117.889969,2.0,23.05,0.0,10.0,55,0
A-454616,2017-06-07 07:16:40,38.438869,-121.402122,1.0,21.85,0.0,10.0,30,1
A-4727113,2022-01-14 18:28:00,44.96660113313213,-93.2735073561989,1.0,-5.75,6.9,7.0,55,0
A-5508017,2021-11-19 14:27:30,33.919078000000006,-117.434624,1.0,17.15,0.0,6.0,45,1
A-693173,2022-03-01 09:28:27,36.849972,-76.430481,2.0,9.55,0.0,10.0,40,0
A-1399398,2020-07-25 11:51:26,36.838367,-76.096703,2.0,27.3,0.9,10.0,40,0
A-1737630,2019-10-07 21:31:59,36.007912,-78.531357,1.0,21.7,0.9,10.0,45,1
A-6994440,2020-06-01 17:08:36,39.91436,-104.7726,1.0,23.15,0.0,10.0,40,1
A-4160731,2023-01-14 20:12:30,34.038238,-118.278317,1.0,13.0,21.4,2.0,55,0
A-3155582,2017-12-29 16:11:44,35.845676,-78.58721899999998,1.0,-0.4,0.0,10.0,35,1
A-4489179,2022-07-18 15:12:00,39.500207,-86.96838699999998,1.0,23.1,4.2,10.0,60,0
A-7721001,2019-05-10 16:42:00,40.71815,-111.89508,1.0,9.2,0.1,10.0,70,0
A-2361354,2019-01-25 13:39:56,37.510105,-122.343956,2.0,10.25,0.0,10.0,65,0
A-6990820,2020-05-30 12:16:03,42.53619000000001,-71.74194,2.0,23.5,0.2,10.0,40,0
A-5001247,2023-02-02 16:11:40,41.86661,-87.686111,1.0,-3.65,0.0,10.0,40,1
A-2065069,2019-06-21 09:05:28,34.177784,-81.323433,2.0,28.0,0.0,10.0,70,0
A-6755854,2020-10-15 16:31:00,40.715364,-80.306228,1.0,15.85,1.2,10.0,40,1
A-1075580,2021-04-20 15:47:55,38.253464,-85.744186,2.0,12.45,0.1,10.0,40,0
A-1916407,2019-09-17 17:24:45,41.232231,-77.132912,1.0,18.5,0.0,10.0,40,1
A-723287,2022-02-03 15:58:59,39.923176,-83.68798100000002,2.0,-0.7,29.7,5.0,50,0
A-127522,2016-11-14 08:37:47,28.153955,-81.44001,1.0,19.65,0.6,7.0,60,0
A-848934,2021-10-23 07:14:02,40.847923,-73.942825,2.0,12.75,0.3,10.0,4,0
A-813651,2021-11-18 16:08:06,29.965628,-90.072716,2.0,19.25,0.0,10.0,35,0
A-7562226,2018-07-18 18:41:21,37.64876,-122.09684,1.0,18.75,0.0,10.0,65,0
A-426008,2017-04-18 17:48:25,38.740456,-77.189842,2.0,16.55,0.0,10.0,5,0
A-3852340,2022-02-21 10:15:30,25.803894,-80.205889,1.0,22.8,3.4,10.0,55,0
A-7423982,2019-03-07 07:38:58,42.90677,-87.93618000000002,1.0,-11.0,0.0,10.0,50,0
A-1353416,2020-10-22 04:54:05,34.237274,-112.111572,1.0,21.05,0.0,10.0,60,1
A-1484275,2020-06-22 07:02:39,34.331055,-81.609154,2.0,27.85,0.2,10.0,70,0
A-7048415,2020-05-23 20:11:00,37.900803,-121.221181,1.0,22.25,0.0,10.0,60,1
A-6443132,2021-01-20 17:08:36,35.825543,-78.75289599999998,1.0,6.1,0.0,10.0,65,0
A-2884475,2018-04-13 06:37:35,36.068398,-86.673096,1.0,19.4,0.0,10.0,40,1
A-1494463,2020-06-30 07:46:10,28.061979,-82.459351,1.0,30.05,0.6,10.0,40,1
A-7438912,2019-02-01 15:57:52,33.91775,-118.10413,1.0,12.6,0.1,10.0,65,0
A-772541,2021-12-19 20:18:34,42.440338,-83.197525,1.0,-1.8,0.0,10.0,55,1
A-7261895,2020-02-13 00:37:00,34.067656,-117.584344,1.0,13.2,0.0,10.0,65,1
A-1551782,2020-04-10 13:52:43,32.712051,-96.829941,1.0,16.9,0.0,10.0,55,1
A-5113837,2022-04-27 19:15:00,35.390762,-119.216521,1.0,20.5,0.0,8.0,50,0
A-5416330,2022-08-17 16:52:00,33.931503,-118.37013799999998,1.0,22.15,0.0,10.0,45,1
A-7632652,2018-01-14 07:27:15,44.86359,-93.14472,1.0,-18.55,1.6,10.0,45,1
A-6800703,2020-12-25 05:23:00,30.074287,-82.76100100000002,1.0,8.1,5.6,10.0,45,1
A-3619175,2017-05-31 15:08:46,41.36476,-72.07864000000002,2.0,15.0,0.9,1.5,65,0
A-6814681,2020-12-17 11:00:06,38.987438,-77.026649,1.0,-0.9,9.6,10.0,30,1
A-1164845,2021-02-05 09:16:42,42.2379,-85.614563,2.0,-4.55,8.0,1.0,70,0
A-3366422,2017-08-09 16:53:53,34.065105,-80.95668,1.0,22.85,24.9,10.0,35,1
A-2987289,2018-02-02 11:25:21,29.715048,-95.609627,1.0,15.65,0.4,10.0,45,1
A-5864135,2021-04-15 08:05:00,30.05523562417004,-89.93911385493307,1.0,20.1,45.2,5.0,60,0
A-5929549,2021-08-30 07:10:00,33.880789,-117.613242,1.0,25.2,0.0,10.0,35,1
A-4275746,2022-01-05 08:47:12,37.406402,-77.564581,1.0,1.4,0.2,10.0,45,1
A-7189563,2020-04-21 12:25:22,45.80681,-119.97036,1.0,17.7,0.0,8.0,70,1
A-669858,2022-03-21 09:37:49,30.36488,-97.696007,1.0,21.35,15.9,8.0,40,1
A-6727679,2020-09-25 20:51:44,44.131017,-94.178699,1.0,22.65,0.0,10.0,50,0
A-7275710,2020-02-25 02:57:00,35.20858300000001,-119.003073,1.0,16.9,0.0,9.0,60,1
A-7275995,2020-02-25 15:17:00,33.856840000000005,-118.284809,1.0,18.7,0.0,10.0,50,1
A-838903,2021-11-01 07:42:07,33.436069,-111.92617,1.0,22.3,0.0,10.0,60,1
A-2626857,2018-08-04 12:06:50,33.941364,-118.096634,2.0,26.05,0.0,10.0,65,0
A-5402500,2022-08-12 10:00:30,35.476597,-94.25428,1.0,27.85,0.0,10.0,65,0
A-5247270,2022-02-12 16:43:00,37.246972,-122.41758,1.0,19.1,0.0,6.0,55,0
A-5218972,2022-11-02 06:42:00,40.785242,-73.984121,1.0,15.5,0.0,10.0,45,1
A-3323264,2017-09-21 17:50:24,35.398331,-80.85125,1.0,24.4,0.0,10.0,45,1
A-154826,2016-10-13 17:40:54,33.476536,-82.01293199999998,1.0,19.45,0.0,10.0,45,1
A-1173856,2021-01-30 15:03:00,38.069183,-122.226616,2.0,8.3,0.0,10.0,5,0
A-6945052,2020-11-04 11:16:30,39.98355,-76.733935,1.0,11.35,0.0,6.0,35,1
A-3905040,2022-09-14 17:37:15,41.36281,-72.207932,1.0,20.35,0.1,10.0,50,0
A-4952857,2022-09-30 16:36:43,40.898866,-73.08113,1.0,14.75,0.0,10.0,55,0
A-1103803,2021-03-27 09:43:34,33.299042,-117.464882,1.0,13.85,0.0,10.0,55,1
A-5254107,2022-04-08 19:06:30,33.99561,-117.355672,1.0,26.25,0.0,10.0,65,0
A-1344458,2020-10-16 16:20:29,32.133990999999995,-110.977791,1.0,26.5,0.0,10.0,40,1
A-6050686,2021-12-08 17:54:44,28.609264000000003,-81.41595600000002,1.0,21.35,0.4,10.0,45,1
A-4885529,2022-12-29 12:21:23,40.075207,-75.12180500000002,1.0,4.05,0.0,10.0,35,1
A-452839,2017-05-22 16:51:56,29.425066,-98.470253,1.0,21.75,5.2,10.0,50,0
A-680031,2022-03-11 15:15:20,33.966743,-117.850006,1.0,15.5,0.0,10.0,50,1
A-753438,2022-01-09 16:37:36,40.659267,-74.286613,2.0,-1.3,3.4,10.0,60,0
A-4025383,2023-02-07 16:39:00,45.064401,-93.222758,1.0,-0.1,1.7,10.0,60,0
